cohort,reference_model,comparison_model,input,targets,metric,difference_pp,lower_95,upper_95
between_old_cutoffs,openai/gpt-4o-mini,qwen/qwen3-32b,full_record,55,balanced_accuracy,-4.703832752613238,-16.57589285714285,4.001351351351344
between_old_cutoffs,openai/gpt-4o-mini,qwen/qwen3-32b,summary,55,accuracy,5.4545454545454675,-1.9230769230769198,15.098337064278843
between_old_cutoffs,openai/gpt-4o-mini,qwen/qwen3-32b,summary,55,balanced_accuracy,10.714285714285715,-1.2195121951219505,25.0
between_old_cutoffs,openai/gpt-4o-mini,openai/gpt-4.1-mini,full_record,55,accuracy,0.0,-9.263626834381558,10.909090909090907
between_old_cutoffs,openai/gpt-4o-mini,openai/gpt-4.1-mini,full_record,55,balanced_accuracy,7.055749128919864,-8.253205128205117,23.334077380952372
between_old_cutoffs,openai/gpt-4o-mini,openai/gpt-4.1-mini,summary,55,accuracy,0.0,-7.142857142857139,7.407407407407405
between_old_cutoffs,openai/gpt-4o-mini,openai/gpt-4.1-mini,summary,55,balanced_accuracy,2.351916376306619,-4.349424552429669,11.257456206584093
between_old_cutoffs,openai/gpt-4.1-mini,anthropic/claude-opus-4.6,full_record,55,accuracy,0.0,-12.73316498316499,12.5
between_old_cutoffs,openai/gpt-4.1-mini,anthropic/claude-opus-4.6,full_record,55,balanced_accuracy,-2.351916376306633,-23.078808446455508,16.757480694980693
between_old_cutoffs,openai/gpt-4.1-mini,anthropic/claude-opus-4.6,summary,55,accuracy,7.2727272727272805,-5.457070707070719,20.762164846077418
between_old_cutoffs,openai/gpt-4.1-mini,anthropic/claude-opus-4.6,summary,55,balanced_accuracy,21.34146341463415,5.757364586632879,36.28225939353988
between_old_cutoffs,openai/gpt-4.1-mini,openai/gpt-5.6-sol,full_record,55,accuracy,14.545454545454547,0.0,28.81437418513689
between_old_cutoffs,openai/gpt-4.1-mini,openai/gpt-5.6-sol,full_record,55,balanced_accuracy,12.108013937282223,-10.702067669172937,36.252010233918114
between_old_cutoffs,openai/gpt-4.1-mini,openai/gpt-5.6-sol,summary,55,accuracy,16.363636363636374,1.8181818181818272,30.909090909090914
between_old_cutoffs,openai/gpt-4.1-mini,openai/gpt-5.6-sol,summary,55,balanced_accuracy,29.79094076655052,14.03548534798535,44.83748650940486
between_old_cutoffs,openai/gpt-4.1-mini,deepseek/deepseek-v4-pro,full_record,55,accuracy,3.6363636363636402,-5.769230769230759,12.962962962962962
between_old_cutoffs,openai/gpt-4.1-mini,deepseek/deepseek-v4-pro,full_record,55,balanced_accuracy,-2.2648083623693367,-17.083621541501984,11.93868203309693
between_old_cutoffs,openai/gpt-4.1-mini,deepseek/deepseek-v4-pro,summary,55,accuracy,9.090909090909093,0.0,19.999999999999993
between_old_cutoffs,openai/gpt-4.1-mini,deepseek/deepseek-v4-pro,summary,55,balanced_accuracy,15.505226480836242,1.1627906976744171,30.770348837209294
between_old_cutoffs,openai/gpt-4.1-mini,deepseek/deepseek-v4-flash,full_record,55,accuracy,0.0,-13.20754716981132,13.20754716981132
between_old_cutoffs,openai/gpt-4.1-mini,deepseek/deepseek-v4-flash,full_record,55,balanced_accuracy,-16.463414634146346,-30.240863787375417,-2.3779896574014368
between_old_cutoffs,openai/gpt-4.1-mini,deepseek/deepseek-v4-flash,summary,55,accuracy,9.090909090909093,0.0,19.64285714285714
between_old_cutoffs,openai/gpt-4.1-mini,deepseek/deepseek-v4-flash,summary,55,balanced_accuracy,8.449477351916379,-4.8767059455361075,21.287759462759457
between_old_cutoffs,openai/gpt-4.1-mini,qwen/qwen3-235b-a22b,full_record,55,accuracy,1.818181818181813,-9.620098039215684,14.035087719298247
between_old_cutoffs,openai/gpt-4.1-mini,qwen/qwen3-235b-a22b,full_record,55,balanced_accuracy,-5.836236933797913,-22.50027056277057,9.980620155038757
between_old_cutoffs,openai/gpt-4.1-mini,qwen/qwen3-235b-a22b,summary,55,accuracy,5.4545454545454675,-1.8867924528301785,13.793103448275858
between_old_cutoffs,openai/gpt-4.1-mini,qwen/qwen3-235b-a22b,summary,55,balanced_accuracy,6.010452961672478,-1.1363636363636402,14.444444444444443
between_old_cutoffs,openai/gpt-4.1-mini,qwen/qwen3-32b,full_record,55,accuracy,0.0,-11.116352201257865,10.914141414141397
between_old_cutoffs,openai/gpt-4.1-mini,qwen/qwen3-32b,full_record,55,balanced_accuracy,-11.759581881533101,-26.80564692982457,2.3557194616977135
between_old_cutoffs,openai/gpt-4.1-mini,qwen/qwen3-32b,summary,55,accuracy,5.4545454545454675,-1.924019607843148,14.545454545454547
between_old_cutoffs,openai/gpt-4.1-mini,qwen/qwen3-32b,summary,55,balanced_accuracy,8.362369337979096,-1.4285714285714237,22.40853658536586
after_both_old_cutoffs,openai/gpt-4o-mini,anthropic/claude-opus-4.6,full_record,159,accuracy,8.176100628930811,1.8630664826316916,14.465615690168814
after_both_old_cutoffs,openai/gpt-4o-mini,anthropic/claude-opus-4.6,full_record,159,balanced_accuracy,7.395382395382391,-3.4388640873015874,17.894950564971747
after_both_old_cutoffs,openai/gpt-4o-mini,anthropic/claude-opus-4.6,summary,159,accuracy,2.5157232704402475,-3.9283198309263825,8.917197452229289
after_both_old_cutoffs,openai/gpt-4o-mini,anthropic/claude-opus-4.6,summary,159,balanced_accuracy,10.533910533910529,1.633716754572998,19.330176916011624
after_both_old_cutoffs,openai/gpt-4o-mini,openai/gpt-5.6-sol,full_record,159,accuracy,13.20754716981132,6.959849683544302,19.514896573016344
after_both_old_cutoffs,openai/gpt-4o-mini,openai/gpt-5.6-sol,full_record,159,balanced_accuracy,19.516594516594516,8.929657940484706,29.404228558374758
after_both_old_cutoffs,openai/gpt-4o-mini,openai/gpt-5.6-sol,summary,159,accuracy,7.547169811320757,0.0,15.094339622641506
after_both_old_cutoffs,openai/gpt-4o-mini,openai/gpt-5.6-sol,summary,159,balanced_accuracy,23.773448773448777,14.04703743502599,33.33333333333333
after_both_old_cutoffs,openai/gpt-4o-mini,deepseek/deepseek-v4-pro,full_record,159,accuracy,7.547169811320757,1.27388535031848,13.37579617834394
after_both_old_cutoffs,openai/gpt-4o-mini,deepseek/deepseek-v4-pro,full_record,159,balanced_accuracy,10.353535353535356,2.670318679923083,18.34025142314987
after_both_old_cutoffs,openai/gpt-4o-mini,deepseek/deepseek-v4-pro,summary,159,accuracy,5.031446540880495,-1.2424301242235969,11.320754716981142
after_both_old_cutoffs,openai/gpt-4o-mini,deepseek/deepseek-v4-pro,summary,159,balanced_accuracy,13.239538239538234,4.248855105105105,22.787955603477393
after_both_old_cutoffs,openai/gpt-4o-mini,deepseek/deepseek-v4-flash,full_record,159,accuracy,10.062893081761004,3.797468354430393,16.051373954599747
after_both_old_cutoffs,openai/gpt-4o-mini,deepseek/deepseek-v4-flash,full_record,159,balanced_accuracy,1.8759018759018744,-5.863907131724124,9.215586156776249
after_both_old_cutoffs,openai/gpt-4o-mini,deepseek/deepseek-v4-flash,summary,159,accuracy,5.660377358490564,0.625,10.625
after_both_old_cutoffs,openai/gpt-4o-mini,deepseek/deepseek-v4-flash,summary,159,balanced_accuracy,3.5714285714285694,-3.2324394951422555,10.50589293040669
after_both_old_cutoffs,openai/gpt-4o-mini,qwen/qwen3-235b-a22b,full_record,159,accuracy,0.0,-5.660377358490564,5.660377358490571
after_both_old_cutoffs,openai/gpt-4o-mini,qwen/qwen3-235b-a22b,full_record,159,balanced_accuracy,2.236652236652226,-5.548384489926875,9.871271147243306
after_both_old_cutoffs,openai/gpt-4o-mini,qwen/qwen3-235b-a22b,summary,159,accuracy,-3.7735849056603854,-8.917197452229296,1.851851851851848
after_both_old_cutoffs,openai/gpt-4o-mini,qwen/qwen3-235b-a22b,summary,159,balanced_accuracy,-1.262626262626263,-6.992550950723629,5.112504919323102
after_both_old_cutoffs,openai/gpt-4o-mini,qwen/qwen3-32b,full_record,159,accuracy,5.660377358490564,-0.6098496184348342,11.464968152866234
after_both_old_cutoffs,openai/gpt-4o-mini,qwen/qwen3-32b,full_record,159,balanced_accuracy,2.453102453102453,-5.002252252252252,9.776282084521645
after_both_old_cutoffs,openai/gpt-4o-mini,qwen/qwen3-32b,summary,159,accuracy,1.2578616352201237,-3.797468354430393,6.74950768764674
after_both_old_cutoffs,openai/gpt-4o-mini,qwen/qwen3-32b,summary,159,balanced_accuracy,4.148629148629148,-2.452040099859574,11.765267309500748
after_both_old_cutoffs,openai/gpt-4o-mini,openai/gpt-4.1-mini,full_record,159,accuracy,4.40251572327044,-1.8298328816621556,10.759493670886066
after_both_old_cutoffs,openai/gpt-4o-mini,openai/gpt-4.1-mini,full_record,159,balanced_accuracy,11.724386724386719,2.2983954451345783,21.837626854020293
after_both_old_cutoffs,openai/gpt-4o-mini,openai/gpt-4.1-mini,summary,159,accuracy,0.6289308176100548,-3.267973856209153,4.431085221317431
after_both_old_cutoffs,openai/gpt-4o-mini,openai/gpt-4.1-mini,summary,159,balanced_accuracy,2.633477633477632,-1.538461538461533,7.828004681028345
after_both_old_cutoffs,openai/gpt-4.1-mini,anthropic/claude-opus-4.6,full_record,159,accuracy,3.773584905660371,-3.299829434697849,10.828025477707001
after_both_old_cutoffs,openai/gpt-4.1-mini,anthropic/claude-opus-4.6,full_record,159,balanced_accuracy,-4.329004329004327,-16.829030577679042,7.4414351017834415
after_both_old_cutoffs,openai/gpt-4.1-mini,anthropic/claude-opus-4.6,summary,159,accuracy,1.8867924528301927,-4.375,7.845229555236704
after_both_old_cutoffs,openai/gpt-4.1-mini,anthropic/claude-opus-4.6,summary,159,balanced_accuracy,7.900432900432897,-1.5086996336996388,16.923526604628968
after_both_old_cutoffs,openai/gpt-4.1-mini,openai/gpt-5.6-sol,full_record,159,accuracy,8.80503144654088,2.4844720496894435,15.192292187374019
after_both_old_cutoffs,openai/gpt-4.1-mini,openai/gpt-5.6-sol,full_record,159,balanced_accuracy,7.7922077922077975,-2.8235719386634086,16.96829733714978
after_both_old_cutoffs,openai/gpt-4.1-mini,openai/gpt-5.6-sol,summary,159,accuracy,6.918238993710702,0.0,14.197530864197518
after_both_old_cutoffs,openai/gpt-4.1-mini,openai/gpt-5.6-sol,summary,159,balanced_accuracy,21.139971139971145,10.20784696688015,31.366368943675383
after_both_old_cutoffs,openai/gpt-4.1-mini,deepseek/deepseek-v4-pro,full_record,159,accuracy,3.1446540880503164,-3.2467532467532436,9.879629629629614
after_both_old_cutoffs,openai/gpt-4.1-mini,deepseek/deepseek-v4-pro,full_record,159,balanced_accuracy,-1.370851370851362,-11.759219067345096,8.24236763751305
after_both_old_cutoffs,openai/gpt-4.1-mini,deepseek/deepseek-v4-pro,summary,159,accuracy,4.40251572327044,-2.484472049689444,11.181871118012419
after_both_old_cutoffs,openai/gpt-4.1-mini,deepseek/deepseek-v4-pro,summary,159,balanced_accuracy,10.606060606060602,0.7106691775809449,20.111226330119774
after_both_old_cutoffs,openai/gpt-4.1-mini,deepseek/deepseek-v4-flash,full_record,159,accuracy,5.660377358490564,-1.266228497241169,12.727562246670518
after_both_old_cutoffs,openai/gpt-4.1-mini,deepseek/deepseek-v4-flash,full_record,159,balanced_accuracy,-9.848484848484844,-19.92775008149339,-0.3958333333333409
after_both_old_cutoffs,openai/gpt-4.1-mini,deepseek/deepseek-v4-flash,summary,159,accuracy,5.031446540880509,0.605969331872949,10.128194791582684
after_both_old_cutoffs,openai/gpt-4.1-mini,deepseek/deepseek-v4-flash,summary,159,balanced_accuracy,0.9379509379509372,-5.988148650314316,7.437169058136014
after_both_old_cutoffs,openai/gpt-4.1-mini,qwen/qwen3-235b-a22b,full_record,159,accuracy,-4.40251572327044,-10.693515643658948,1.8867924528301927
after_both_old_cutoffs,openai/gpt-4.1-mini,qwen/qwen3-235b-a22b,full_record,159,balanced_accuracy,-9.487734487734492,-20.093606875702207,0.42212918821374795
after_both_old_cutoffs,openai/gpt-4.1-mini,qwen/qwen3-235b-a22b,summary,159,accuracy,-4.40251572327044,-9.615384615384613,0.6329113924050631
after_both_old_cutoffs,openai/gpt-4.1-mini,qwen/qwen3-235b-a22b,summary,159,balanced_accuracy,-3.896103896103895,-11.143100670638036,3.1250870413932224
after_both_old_cutoffs,openai/gpt-4.1-mini,qwen/qwen3-32b,full_record,159,accuracy,1.2578616352201237,-5.625,7.5949367088607715
after_both_old_cutoffs,openai/gpt-4.1-mini,qwen/qwen3-32b,full_record,159,balanced_accuracy,-9.271284271284266,-19.33665409646946,0.5311167491045504
after_both_old_cutoffs,openai/gpt-4.1-mini,qwen/qwen3-32b,summary,159,accuracy,0.628930817610069,-4.294478527607367,5.590062111801231
after_both_old_cutoffs,openai/gpt-4.1-mini,qwen/qwen3-32b,summary,159,balanced_accuracy,1.5151515151515156,-6.844154606826102,10.176577380952377
2012-2016,openai/gpt-4o-mini,anthropic/claude-opus-4.6,full_record,337,accuracy,11.572700296735903,6.606112100124074,16.467065868263468
2012-2016,openai/gpt-4o-mini,anthropic/claude-opus-4.6,full_record,337,balanced_accuracy,14.843510866238148,9.197158263866896,20.453889640229463
2012-2016,openai/gpt-4o-mini,anthropic/claude-opus-4.6,summary,337,accuracy,8.605341246290806,4.129489849036966,13.2748041600941
2012-2016,openai/gpt-4o-mini,anthropic/claude-opus-4.6,summary,337,balanced_accuracy,13.619146005509641,8.89727810488164,18.493189430923284
2012-2016,openai/gpt-4o-mini,openai/gpt-5.6-sol,full_record,337,accuracy,23.44213649851632,18.126238267277476,28.615514295989925
2012-2016,openai/gpt-4o-mini,openai/gpt-5.6-sol,full_record,337,balanced_accuracy,29.555019895928993,24.009094531984964,35.10477811248359
2012-2016,openai/gpt-4o-mini,openai/gpt-5.6-sol,summary,337,accuracy,20.17804154302671,15.044247787610615,25.297619047619044
2012-2016,openai/gpt-4o-mini,openai/gpt-5.6-sol,summary,337,balanced_accuracy,28.280915212733397,22.921979715661404,33.04157730743061
2012-2016,openai/gpt-4o-mini,deepseek/deepseek-v4-pro,full_record,337,accuracy,9.792284866468847,5.289776754075127,14.415410986207435
2012-2016,openai/gpt-4o-mini,deepseek/deepseek-v4-pro,full_record,337,balanced_accuracy,12.18243036424856,6.731379650422315,17.48064955609913
2012-2016,openai/gpt-4o-mini,deepseek/deepseek-v4-pro,summary,337,accuracy,6.528189910979236,2.0771513353115694,10.882352941176471
2012-2016,openai/gpt-4o-mini,deepseek/deepseek-v4-pro,summary,337,balanced_accuracy,11.635292317110505,6.953781044787121,16.32744729324505
2012-2016,openai/gpt-4o-mini,deepseek/deepseek-v4-flash,full_record,337,accuracy,2.9673590504451113,-0.8877726750861171,6.824925816023736
2012-2016,openai/gpt-4o-mini,deepseek/deepseek-v4-flash,full_record,337,balanced_accuracy,0.6791398836853446,-3.6918015583186046,5.007332778994538
2012-2016,openai/gpt-4o-mini,deepseek/deepseek-v4-flash,summary,337,accuracy,1.7804154302670696,-1.506024096385545,5.0003687315634195
2012-2016,openai/gpt-4o-mini,deepseek/deepseek-v4-flash,summary,337,balanced_accuracy,3.206305479032757,-0.9787249202006431,7.425873091223017
2012-2016,openai/gpt-4o-mini,qwen/qwen3-235b-a22b,full_record,337,accuracy,1.7804154302670696,-2.0234154456244076,5.421686746987945
2012-2016,openai/gpt-4o-mini,qwen/qwen3-235b-a22b,full_record,337,balanced_accuracy,3.751530456075919,-0.24313586864074116,7.669632443785518
2012-2016,openai/gpt-4o-mini,qwen/qwen3-235b-a22b,summary,337,accuracy,-2.0771513353115694,-5.76441361495748,1.453700870393039
2012-2016,openai/gpt-4o-mini,qwen/qwen3-235b-a22b,summary,337,balanced_accuracy,0.015304560759112462,-3.935778606221356,3.9874370858244172
2012-2016,openai/gpt-4o-mini,qwen/qwen3-32b,full_record,337,accuracy,3.264094955489611,-0.5847953216374293,7.12219160661297
2012-2016,openai/gpt-4o-mini,qwen/qwen3-32b,full_record,337,balanced_accuracy,3.2732629323538447,-1.0911846800238656,7.726719287599608
2012-2016,openai/gpt-4o-mini,qwen/qwen3-32b,summary,337,accuracy,-2.0771513353115694,-5.357142857142861,1.1662660051489302
2012-2016,openai/gpt-4o-mini,qwen/qwen3-32b,summary,337,balanced_accuracy,-1.9838536883991367,-5.2737212069257655,1.3717013676329923
2012-2016,openai/gpt-4o-mini,openai/gpt-4.1-mini,full_record,337,accuracy,1.4836795252225556,-3.303303303303302,6.26912592724998
2012-2016,openai/gpt-4o-mini,openai/gpt-4.1-mini,full_record,337,balanced_accuracy,4.792240587695133,-0.5257542796739804,9.85545800476801
2012-2016,openai/gpt-4o-mini,openai/gpt-4.1-mini,summary,337,accuracy,0.29673590504451397,-2.9761904761904674,3.509029171168396
2012-2016,openai/gpt-4o-mini,openai/gpt-4.1-mini,summary,337,balanced_accuracy,1.8671564126109672,-1.6006807579497717,5.4055685657248125
2012-2016,openai/gpt-4.1-mini,anthropic/claude-opus-4.6,full_record,337,accuracy,10.089020771513347,5.120097507145697,14.881735588972425
2012-2016,openai/gpt-4.1-mini,anthropic/claude-opus-4.6,full_record,337,balanced_accuracy,10.051270278543015,4.665041683301176,15.495190785710006
2012-2016,openai/gpt-4.1-mini,anthropic/claude-opus-4.6,summary,337,accuracy,8.308605341246292,3.8232490943591553,12.685303974446251
2012-2016,openai/gpt-4.1-mini,anthropic/claude-opus-4.6,summary,337,balanced_accuracy,11.751989592898674,6.891855585934531,16.621739835869164
2012-2016,openai/gpt-4.1-mini,openai/gpt-5.6-sol,full_record,337,accuracy,21.958456973293764,16.416819411713355,27.352941176470587
2012-2016,openai/gpt-4.1-mini,openai/gpt-5.6-sol,full_record,337,balanced_accuracy,24.76277930823386,18.465719835141595,30.626268651711115
2012-2016,openai/gpt-4.1-mini,openai/gpt-5.6-sol,summary,337,accuracy,19.881305637982194,14.670461130524881,25.0
2012-2016,openai/gpt-4.1-mini,openai/gpt-5.6-sol,summary,337,balanced_accuracy,26.41375880012243,20.985522136383786,31.72178736924289
2012-2016,openai/gpt-4.1-mini,deepseek/deepseek-v4-pro,full_record,337,accuracy,8.308605341246292,3.0027782273291246,13.570325181965746
2012-2016,openai/gpt-4.1-mini,deepseek/deepseek-v4-pro,full_record,337,balanced_accuracy,7.390189776553427,1.1104236939975765,13.467672241948879
2012-2016,openai/gpt-4.1-mini,deepseek/deepseek-v4-pro,summary,337,accuracy,6.231454005934722,1.807093237816127,10.682492581602368
2012-2016,openai/gpt-4.1-mini,deepseek/deepseek-v4-pro,summary,337,balanced_accuracy,9.768135904499538,5.144154876726394,14.634756769151362
2012-2016,openai/gpt-4.1-mini,deepseek/deepseek-v4-flash,full_record,337,accuracy,1.4836795252225556,-3.5090291711683905,6.433220147142058
2012-2016,openai/gpt-4.1-mini,deepseek/deepseek-v4-flash,full_record,337,balanced_accuracy,-4.1131007040097884,-9.420810924641998,0.9513865046271431
2012-2016,openai/gpt-4.1-mini,deepseek/deepseek-v4-flash,summary,337,accuracy,1.4836795252225556,-2.108592982200699,5.014749262536867
2012-2016,openai/gpt-4.1-mini,deepseek/deepseek-v4-flash,summary,337,balanced_accuracy,1.3391490664217898,-3.1179843471988,5.580832291926166
2012-2016,openai/gpt-4.1-mini,qwen/qwen3-235b-a22b,full_record,337,accuracy,0.29673590504451397,-4.117647058823522,4.748483103768986
2012-2016,openai/gpt-4.1-mini,qwen/qwen3-235b-a22b,full_record,337,balanced_accuracy,-1.040710131619214,-6.078433244463865,3.802100557928966
2012-2016,openai/gpt-4.1-mini,qwen/qwen3-235b-a22b,summary,337,accuracy,-2.3738872403560833,-6.195609358997927,1.1835197443505983
2012-2016,openai/gpt-4.1-mini,qwen/qwen3-235b-a22b,summary,337,balanced_accuracy,-1.8518518518518547,-5.886561866277529,1.8974184680660369
2012-2016,openai/gpt-4.1-mini,qwen/qwen3-32b,full_record,337,accuracy,1.7804154302670554,-2.6550636225585236,6.250466417910445
2012-2016,openai/gpt-4.1-mini,qwen/qwen3-32b,full_record,337,balanced_accuracy,-1.5189776553412884,-6.20355742111758,3.1195430579266703
2012-2016,openai/gpt-4.1-mini,qwen/qwen3-32b,summary,337,accuracy,-2.3738872403560833,-6.17692608016659,1.2088287738943282
2012-2016,openai/gpt-4.1-mini,qwen/qwen3-32b,summary,337,balanced_accuracy,-3.851010101010104,-8.150097954677813,0.22331205788775296
2017-2021,openai/gpt-4o-mini,anthropic/claude-opus-4.6,full_record,336,accuracy,4.166666666666671,0.0,8.334580838323342
2017-2021,openai/gpt-4o-mini,anthropic/claude-opus-4.6,full_record,336,balanced_accuracy,4.153905879308127,-1.5439472144317234,10.22421561798654
2017-2021,openai/gpt-4o-mini,anthropic/claude-opus-4.6,summary,336,accuracy,1.7857142857142776,-1.8073654133148884,5.814310172635181
2017-2021,openai/gpt-4o-mini,anthropic/claude-opus-4.6,summary,336,balanced_accuracy,4.624077988180993,0.3171242732645722,9.564490669834015
2017-2021,openai/gpt-4o-mini,openai/gpt-5.6-sol,full_record,336,accuracy,8.63095238095238,3.999388379204893,13.51429239037308
2017-2021,openai/gpt-4o-mini,openai/gpt-5.6-sol,full_record,336,balanced_accuracy,11.579605745589447,5.18810092484301,18.056908448735523
2017-2021,openai/gpt-4o-mini,openai/gpt-5.6-sol,summary,336,accuracy,10.11904761904762,5.722034845970711,14.502344902690925
2017-2021,openai/gpt-4o-mini,openai/gpt-5.6-sol,summary,336,balanced_accuracy,18.444549885692105,13.015990140549604,23.993843118028025
2017-2021,openai/gpt-4o-mini,deepseek/deepseek-v4-pro,full_record,336,accuracy,-1.4880952380952408,-6.158810591685352,3.264827910943684
2017-2021,openai/gpt-4o-mini,deepseek/deepseek-v4-pro,full_record,336,balanced_accuracy,0.1790104818185796,-5.4443075346476615,6.061028036999976
2017-2021,openai/gpt-4o-mini,deepseek/deepseek-v4-pro,summary,336,accuracy,-0.892857142857153,-4.878929930917804,3.2742996150556087
2017-2021,openai/gpt-4o-mini,deepseek/deepseek-v4-pro,summary,336,balanced_accuracy,2.7412327998964727,-1.8892677052534865,7.501091699282526
2017-2021,openai/gpt-4o-mini,deepseek/deepseek-v4-flash,full_record,336,accuracy,-1.1904761904761898,-5.389221556886227,2.7814327485379855
2017-2021,openai/gpt-4o-mini,deepseek/deepseek-v4-flash,full_record,336,balanced_accuracy,-6.349480222576879,-11.447404247707897,-1.3325528144395309
2017-2021,openai/gpt-4o-mini,deepseek/deepseek-v4-flash,summary,336,accuracy,0.0,-3.4582132564841572,3.0490135749981326
2017-2021,openai/gpt-4o-mini,deepseek/deepseek-v4-flash,summary,336,balanced_accuracy,-0.3062588966052715,-3.942232422023956,3.286542421946337
2017-2021,openai/gpt-4o-mini,qwen/qwen3-235b-a22b,full_record,336,accuracy,-6.845238095238088,-10.682492581602368,-3.2211491322678887
2017-2021,openai/gpt-4o-mini,qwen/qwen3-235b-a22b,full_record,336,balanced_accuracy,-7.2617866540137115,-11.969448534332745,-2.527588107567216
2017-2021,openai/gpt-4o-mini,qwen/qwen3-235b-a22b,summary,336,accuracy,-4.166666666666671,-7.831620600047242,-0.2994011976047801
2017-2021,openai/gpt-4o-mini,qwen/qwen3-235b-a22b,summary,336,balanced_accuracy,-2.622611396281762,-6.496953707363901,1.6564212834750942
2017-2021,openai/gpt-4o-mini,qwen/qwen3-32b,full_record,336,accuracy,-2.3809523809523796,-6.432748538011694,1.4749262536873147
2017-2021,openai/gpt-4o-mini,qwen/qwen3-32b,full_record,336,balanced_accuracy,-3.511193546995635,-8.990428597515622,1.6680105722254972
2017-2021,openai/gpt-4o-mini,qwen/qwen3-32b,summary,336,accuracy,-0.892857142857153,-4.1919314524104925,2.3738872403560833
2017-2021,openai/gpt-4o-mini,qwen/qwen3-32b,summary,336,balanced_accuracy,0.2911616270543078,-3.811448590094429,4.623920538408922
2017-2021,openai/gpt-4o-mini,openai/gpt-4.1-mini,full_record,336,accuracy,-5.357142857142861,-9.174924454849862,-1.533508529103691
2017-2021,openai/gpt-4o-mini,openai/gpt-4.1-mini,full_record,336,balanced_accuracy,-2.54065479014794,-7.316055539909304,1.825746342033134
2017-2021,openai/gpt-4o-mini,openai/gpt-4.1-mini,summary,336,accuracy,-2.9761904761904816,-6.105096108210731,0.2950070691731599
2017-2021,openai/gpt-4o-mini,openai/gpt-4.1-mini,summary,336,balanced_accuracy,-1.7857913125997555,-5.4010941235813625,1.7933746478053103
2017-2021,openai/gpt-4.1-mini,anthropic/claude-opus-4.6,full_record,336,accuracy,9.523809523809533,4.761551504874944,14.41441441441441
2017-2021,openai/gpt-4.1-mini,anthropic/claude-opus-4.6,full_record,336,balanced_accuracy,6.694560669456067,0.47747911736022214,13.261452073928906
2017-2021,openai/gpt-4.1-mini,anthropic/claude-opus-4.6,summary,336,accuracy,4.761904761904759,1.1695906432748586,8.682634730538922
2017-2021,openai/gpt-4.1-mini,anthropic/claude-opus-4.6,summary,336,balanced_accuracy,6.409869300780748,1.8512128805888834,11.465894787703244
2017-2021,openai/gpt-4.1-mini,openai/gpt-5.6-sol,full_record,336,accuracy,13.98809523809524,8.927909071640528,19.2773765685889
2017-2021,openai/gpt-4.1-mini,openai/gpt-5.6-sol,full_record,336,balanced_accuracy,14.120260535737387,7.399624609803068,21.089497700010128
2017-2021,openai/gpt-4.1-mini,openai/gpt-5.6-sol,summary,336,accuracy,13.095238095238102,8.605341246290806,17.484863796526493
2017-2021,openai/gpt-4.1-mini,openai/gpt-5.6-sol,summary,336,balanced_accuracy,20.23034119829186,14.541888313798909,25.722903721977573
2017-2021,openai/gpt-4.1-mini,deepseek/deepseek-v4-pro,full_record,336,accuracy,3.8690476190476204,-0.6025009127418806,8.65736437572616
2017-2021,openai/gpt-4.1-mini,deepseek/deepseek-v4-pro,full_record,336,balanced_accuracy,2.7196652719665195,-2.694730805243435,8.716867212834952
2017-2021,openai/gpt-4.1-mini,deepseek/deepseek-v4-pro,summary,336,accuracy,2.0833333333333286,-1.1942995864053294,5.654761904761912
2017-2021,openai/gpt-4.1-mini,deepseek/deepseek-v4-pro,summary,336,balanced_accuracy,4.527024112496228,0.6059366028155073,8.898965006590387
2017-2021,openai/gpt-4.1-mini,deepseek/deepseek-v4-flash,full_record,336,accuracy,4.166666666666671,-0.595238095238088,9.036827066574446
2017-2021,openai/gpt-4.1-mini,deepseek/deepseek-v4-flash,full_record,336,balanced_accuracy,-3.8088254324289395,-9.163081610035693,1.5490752569087312
2017-2021,openai/gpt-4.1-mini,deepseek/deepseek-v4-flash,summary,336,accuracy,2.9761904761904816,-0.3012048192771175,6.2319176557863445
2017-2021,openai/gpt-4.1-mini,deepseek/deepseek-v4-flash,summary,336,balanced_accuracy,1.479532415994484,-2.413016650234418,5.177077205605083
2017-2021,openai/gpt-4.1-mini,qwen/qwen3-235b-a22b,full_record,336,accuracy,-1.4880952380952266,-5.6384016885685995,2.967359050445097
2017-2021,openai/gpt-4.1-mini,qwen/qwen3-235b-a22b,full_record,336,balanced_accuracy,-4.7211318638657715,-9.932234850461924,0.7581676136363606
2017-2021,openai/gpt-4.1-mini,qwen/qwen3-235b-a22b,summary,336,accuracy,-1.1904761904761898,-4.589436128547665,2.3190091001011073
2017-2021,openai/gpt-4.1-mini,qwen/qwen3-235b-a22b,summary,336,balanced_accuracy,-0.8368200836820066,-4.536341704746628,3.207424947380071
2017-2021,openai/gpt-4.1-mini,qwen/qwen3-32b,full_record,336,accuracy,2.9761904761904816,-1.1941192242380976,7.29521054409073
2017-2021,openai/gpt-4.1-mini,qwen/qwen3-32b,full_record,336,balanced_accuracy,-0.9705387568476951,-6.440481192476987,4.526482583774253
2017-2021,openai/gpt-4.1-mini,qwen/qwen3-32b,summary,336,accuracy,2.0833333333333286,-1.2196054299992536,5.373134328358205
2017-2021,openai/gpt-4.1-mini,qwen/qwen3-32b,summary,336,balanced_accuracy,2.0769529396540634,-2.1545950577236215,6.3424191930381655
