item_id,article,respondent,environment,cross_border,territorial,destination_already_present,us_screen_flagged,followup_screen_flagged,summary_sha256,original_us_cohort,followup_cohort
001-178877,8,Norway,,,,,False,False,50fdc23b240a119645fa1e44055f7251327c668283cacde996a4b278bdf5a6cb,True,True
001-178904,8,Montenegro,,,,,False,False,fae7faea38ccd82e24bd51dc3d1e2dd9e1736effe9c041fa53c770bff4b8c4a5,True,True
001-178921,2,France,,,,,False,False,5343f20e0a11b079894218ae19149c1a4cfbc4b9b6803831fa11c903037ba21e,True,True
001-178921,3,France,,,,,False,False,5343f20e0a11b079894218ae19149c1a4cfbc4b9b6803831fa11c903037ba21e,True,True
001-179216,14,Montenegro,,,,Turkey,False,True,3a74336a3dcb9366a5cc19aa1460b9e8496e246de50e2b039fdffb3193955737,True,True
001-179853,5,Ukraine,,,,,False,False,3340653daf6a04291572490069e5f130daaec727016e6937b7380c1efe7635d5,False,False
001-179867,6,Albania,environmental,,,,True,True,e3c6756682a6eaf641e50a7f1325d2bf464a0dfe09ba358d988c372e53782a8b,True,True
001-179878,6,Cyprus,,,,UK,False,True,73e84336b9999db1f15e7ef20441389943fa28cf5ae8648f7ec38b29a2f4ddb5,True,True
001-180281,6,Ireland,,,,,False,False,7192a8537b74f785785410f9b04d7ba67b94d37b2341d49c0acd637263181077,True,True
001-180288,P1-1,Romania,,,,,False,False,9616cd935d9d7e0b184f64ffdc3aa0963a473157765880db2c609f08a247f3d6,True,True
001-180296,8,Spain,pollution,,,,True,True,91b7df86801a44449deab71f1e187926709296adee949ae9cecd2c946c2bc7e7,True,True
001-180505,8,Hungary,,expelled,,US,True,True,e58f4e9a6085dec0682b64a125ad42be5911bfbb1e38c9c24859cfaea0a61350,True,True
001-180841,P1-1,Montenegro,,,,,False,False,9e832959b6c784ca151f1296ad57229a1a19a264ff2ed78be4a49aa34e8cb8b6,True,True
001-180843,P1-1,Malta,,,,,False,False,a2b8b7e0b7383d87f1e4516ab7da182ac05a7212bc5485f44f68f94534f30bc5,True,True
001-181068,6,Ukraine,,,,,False,False,19e15ee4e9eda1f83ad41b50ced134234b3d6f5a420ab59667d23ea2ed524e6c,False,False
001-181202,8,Lithuania,,,,US,True,False,05ce7be69e47944feda59b91865921af765ed8d823f28e3e80b5e2c1e70cc03c,True,True
001-181210,10,Ukraine,,,,,False,False,8da08a04bf4a2fd51b22f0db96ad1382d0f3d5acf492a1ecc7d653830aeb83e0,False,False
001-181278,P1-1,Malta,,,,,False,False,3239ade063f20f7799328ff629716f95f13d8a18c8e65a4e01358e85c49be391,True,True
001-181393,2,Latvia,,,,,False,False,cc80621eef3b50cb6d87592f9e95115a79d6d5c41174faaecd133e32547e9718,True,True
001-181394,5,Germany,,,,Russia,True,True,a82f090f0323a2fd3ced4feee37401245f7554018ace01888b855077da8dc634,True,True
001-181584,8,Germany,,bordering,,,True,True,1665a207471ca939f6097b4c8c6431c7b65663564ea10cc6c5cc3c220f118b35,True,True
001-181595,10,Malta,,,,,False,False,e2f3d0f9d075c9ba0acbe43c359cedba4f9805e35a48ea158a0ba905aa3e8083,True,True
001-181847,3,Romania,,,,,False,False,99d31792cef61306cc8760689627551f1585a36dac37e3e7dedb7e05e40cd243,True,True
001-181850,3,Russia,,,,,False,False,869a1b41f210b2104344f201ea63c13c28bb500fcbcc3b1cc5df28343f4a1c61,False,False
001-181859,6,Armenia,,,,US,True,False,5939673486e7107b571112c3601b047b6515b943d4a9f86ae6a8648f62dcc5bf,True,True
001-181877,5,Ukraine,,,,,False,False,ac7d2fc0b2bf7c4907e18f408253c05db13313466dc1d07d0a43f38fccba4a9f,False,False
001-181882,3,Cyprus,,,,,False,False,e61168cea619700f360646ed36fac49ec87f6d62a0b0aede458e08149e473c0a,True,True
001-182213,8,Russia,,,,,False,False,107a47836bcd6287998e899bcbc5d1996fd83820f5325b7aff84eab8ce30ff46,False,False
001-182605,13,Ukraine,,,,,False,False,225e2f90b5ae1d86d3f50447b6630667e65424c0870c3a4c28e1b3d2d2fd06fc,False,False
001-182853,6,Montenegro,,,,,False,False,613ccbcb69f81499bf9bfbd8caae4e201081c8f4005b6baf23fc9de212e7cbb3,True,True
001-183126,5,Malta,,,,,False,False,b0bd5a0f3e3339e57550e4ff876119c6f03280a7ed2bb0d79aee6c7fbe99ac29,True,True
001-183206,6,Russia,,,,,False,False,08b7738b8dc57cc51a1930fcf612156935c597529a32b5ec27c57af9e4760a31,False,False
001-183337,6,Bosnia and Herzegovina,,,,,False,False,086d047316fd87408d4b3ee474b0730067eb1ddbd1de9ec342a0d83a4961af30,True,True
001-183338,3,Cyprus,,deported,,,True,True,68a0184a85679a44096418f824c6ef06356087c9ef4182d8e201c59bcebb7c41,True,True
001-183373,8,Czechia,,,,,False,False,01beeeb93f6a7b208b15ab25af01466dd8f810aa895ddb7f7b3dd7230c43f1e9,True,True
001-183376,6,Georgia,,,,,False,False,37639ea62ce4c05a9c11c4450a641a5c2d6d110c8a4a38289fcf47db1159d34c,True,True
001-183395,6,Ireland,environmental; fishing; Fishing,,,,True,True,290223036453083cf1c31d5b140df303f8bc37a41be6936aa4b50b5b7a93cf42,True,True
001-183395,P1-1,Ireland,environmental; fishing; Fishing,,,,True,True,290223036453083cf1c31d5b140df303f8bc37a41be6936aa4b50b5b7a93cf42,True,True
001-183542,6,Lithuania,,,,,False,False,12991c580348206116b33c0f2c7bcc5210d6d494de9440e3f7d9aa823a37be34,True,True
001-183546,3,Russia,Environmental; environmental,,,,True,True,a4ac27cc81c2789b727a618f57928a621e9a4c2089097a54245e4fe3111cb7cb,False,False
001-183558,3,Romania,,,,,False,False,1f471697b0d95bd8a70b042f30cc7dc3928a1f6bf52f6e9f920adf527493393a,True,True
001-183586,13,Ukraine,,,,,False,False,32587b274a9af71ea55c132ee3ea018593962b4be682bf5cbf7324a56383af3d,False,False
001-183817,6,Austria,,,,,False,False,1d5bd66c73e9e6a14a993c9710072f2e5a7c3a7799776624a9a39ad57efce0a0,True,True
001-183862,6,Türkiye,,,,,False,False,ddd63c492972b9e9351a7b90d522cc36574891b7ee27f3abb80d37504073b9c7,True,False
001-184496,5,Türkiye,,,,,False,False,6fe4fe52fffd0b67b0f130ddce3b42aec3f6d3c2439e8e910f02df69a80acde9,True,False
001-184651,13,the Republic of Moldova,,,,Russia,True,True,9efa7d4af31b9fbcacb5eb8210d6ee85ad330ae42f978ad2811bb96196a6f48c,True,True
001-184651,P1-1,the Republic of Moldova,,,,Russia,True,True,9efa7d4af31b9fbcacb5eb8210d6ee85ad330ae42f978ad2811bb96196a6f48c,True,True
001-184671,3,Malta,,,,,False,False,8c7a10c86055059ad9794ef6170dea49741380956f96899dcef4e65efca6ea91,True,True
001-184673,3,Malta,,,,,False,False,7dc94155de2ad0f7757a22b20b6e3c0e913be2d04aa4536598316468db8fa809,True,True
001-185031,5,Ukraine,,,,,False,False,4a68b332bb1a24763228e34bb1831d66937580e73026c7f0816b3936a7d887ff,False,False
001-185308,6,the Netherlands,,,,,False,False,2423b7c956f0ba363adb847e752dc1c011a94986bf4a56610ed2931affa966c1,True,True
001-186048,8,the United Kingdom,,,,,False,False,bfa97a444baea1659052395d05839a4dc0a39fb10596e3c304d791316671c359,True,False
001-186116,8,Georgia,,,,,False,False,4b0899e139e64d77fa6491c00719167723adac74892c954992bbf7f8dd306e24,True,True
001-186117,10,Germany,,,,,False,False,39ec47aa7b63f674f7e56881b9c9bc7b3ed3a0fa303ab89c6cf001212c9d71a6,True,True
001-186126,5,Azerbaijan,,,,,False,False,79899bac6ce5717c428f3fe381d36a82292d568038e8f8500998d32d553c4ad9,True,True
001-186424,P1-1,Bosnia and Herzegovina,,,,,False,False,44ba6b3850967d3fc09dca2f521d3fe882e21bde2bbfb752cb0145b0145108a9,True,True
001-186770,6,Lithuania,,,,,False,False,1a2a5feeb1bf81ae9fd3d8625d8e7466914eb3fce9d062ae92eaebf9c03163b7,True,True
001-187195,6,Serbia,,,,,False,False,c025f3e31d5c6160be15a9eddf87d878fdea5c51b5f58dccb840c23ff3a0f0b5,True,True
001-187200,14,Malta,,,,,False,False,edb92ec893af41afd72ae923d995acd491c1301f99efdc9ae14c0d3c3dd8bd7f,True,True
001-187251,5,Estonia,,,,,False,False,4579cf57a6373aff1965ec787b38d42eaa614386a6423a21814d628ccec503d4,True,True
001-187455,12,France,,bordering,,,True,True,eebda8a7deb9da4a451d0d8b4055a3f2d301a8b69a38108d659d8c5a6f1ca8fa,True,True
001-187465,34,Ukraine,,,,,False,False,c7d762a072859b838accc9a8a8bef41552bc0f8a53caceb87742528919862327,False,False
001-187474,8,Slovenia,,,,,False,False,0bb45ae2a5207daa5cee164bd34477539d727d07c9632a9396576fc22a59a14e,True,True
001-187476,7,Iceland,,,,,False,False,432dd95f880d1698e127fe9e63df6f737ab898ea672d1630989c3a7110e034d0,True,True
001-187510,6,Spain,contaminate,,,,True,True,f601bde6068d0da1b951000e68a833d013542ee8a0f91dbe3362f4aebb652aed,True,True
001-187574,13,Hungary,,,,,False,False,ae5d519dea0df5138818142ecf95ce97e9c642a3371fd408222bbfcf434fcffc,True,True
001-187686,34,Ukraine,,,,,False,False,c3508459da7412a5a4299a6e848b42adcf3aba83115cbc1a63f499edbf2fca90,False,False
001-187818,34,Ukraine,,,,,False,False,4fc92cc826d9d7aa959b8e7377c4983f2e858cc0117ecaa7b13b07e308c5a6ae,False,False
001-187923,8,Ukraine,,,,,False,False,4348ad4a68dc629777eb6fba6acc21770fe8846666edcc3c63b39997d88c48b8,False,False
001-187931,8,Romania,,,,,False,False,a0a6b085825404032077046de766badd7f523ae31698dc2c65fe599bdf868102,True,True
001-188360,P1-1,Lithuania,,,,,False,False,ef4e1d24d261ccf1eff654ce3121751345afa510f21bce1a25a7047f6684a482,True,True
001-188374,8,Ukraine,,,,,False,False,7682126e13f5fd0cf59c622cd726109eb34a9186fabab84e7e73056589f4531f,False,False
001-188382,34,Ukraine,,,,,False,False,2d78c47b71c5276850c04b373c079dc5896044cf7a145242ae5c0f2f4e1b6ee7,False,False
001-188991,14,Latvia,,,,,False,False,55dcca683f948a9174b5af03e4df967a9ba924d7591af609b34ea3cff955b616,True,True
001-188997,7,San Marino,,,,,False,False,bfe6e2d2526bbdfc178a6bee7545464f4fc2aaaef52dce43e72a0936c423a330,True,True
001-189092,6,Bosnia and Herzegovina,,,,,False,False,7e51f59cf2115f8372df3e9c6f127e31ca3e8157fda57117cd46371d13c94d0c,True,True
001-189092,P1-1,Bosnia and Herzegovina,,,,,False,False,7e51f59cf2115f8372df3e9c6f127e31ca3e8157fda57117cd46371d13c94d0c,True,True
001-189589,6,Armenia,,,,,False,False,1948a313a12b261d43a686b6ce3ff897faa76f59b624d91f891bedb9806a7a2a,True,True
001-189621,2,Ukraine,,,,,False,False,47e271695fa50d16d8bb00bbf502b004045d0a0039921202a45dbfd2bea2b6f0,False,False
001-189740,34,Ukraine,,,,,False,False,a3c0681e7fd435dd59b9ff3ce052df6de43752af7e47e2493243a45c994fa57b,False,False
001-189741,6,the Republic of Moldova,,,,,False,False,d634f0f5fd8c66974b01f17fcdd92ace3c24df9950374e6762570a301467f747,True,True
001-189786,13,Ireland,,,,,False,False,b7ab8d310b72b7451921c81683015decbafdfcdf94f11dcf450910255be68360,True,True
001-189786,6,Ireland,,,,,False,False,b7ab8d310b72b7451921c81683015decbafdfcdf94f11dcf450910255be68360,True,True
001-189795,P1-1,Armenia,,,,,False,False,d8041b471846a209f9c344ea9e586b0b5aa7a9b745116de6442ded19e94a92b5,True,True
001-190020,34,Ukraine,,,,,False,False,b96401d03d23df78d7f83e3336f86bb26031d0447426b1b83aa322947749fbfa,False,False
001-190025,13,Ukraine,,,,,False,False,5965a69380c3778eb1385e88b28e7b3c1a479e0851a322c4c70939e47f0dfcec,False,False
001-191359,34,Ukraine,,,,,False,False,e45a8b906d317f640718cf8dc2067811f617592b844b696d9996f96e89f6f199,False,False
001-191369,P4-2,Ukraine,,,,,False,False,fdd4ffd9ccc1fbad978ccdacceb6587af1f671fa231edb6f6ce3dbf131a53597,False,False
001-191487,5,Montenegro,,extradition,,,True,True,00c5aa2d3f82b5d73c0502756f60c5ce2dcd2f02791949fcbad8f15cf4105dcb,True,True
001-191717,8,Ukraine,,,,US,True,False,02856c8eeb45bfeaf9f8865a777cddee3e4330b5d5f52716d76912b4e95157f0,False,False
001-191721,3,Montenegro,,,,,False,False,6d689bb1f5dfcdb02ae33147e5620937df1f53b117a169c55b7ddc0ae2052f75,True,True
001-192202,P7-4,Iceland,,,,,False,False,ee1f0e7f60a3f1ad0e9b27e07ec961c27be5f2656791d51ed79d04914f09da13,True,True
001-192424,10,Bulgaria,,,,,False,False,274aeea64b3e0d734b83b7efa20192cbace40543b09536a1ccf67b141a56a4ec,True,True
001-192787,6,San Marino,,,,,False,False,8f9a11a8b157b7acae31f404bf44f5eedeb7bc29a2236fd2bf3864b31cb87991,True,True
001-192892,P1-1,Bosnia and Herzegovina,,,,,False,False,d08a5103e60e4d04e9ca01d5849370b5738adfabfd9e3a34a1091d5285e8bfd9,True,True
001-192983,P1-1,Bulgaria,,borders,,,True,True,8633ec74877427d33ef318f339e9335a36f78134568caae8a776bb87e66ba917,True,True
001-192985,8,North Macedonia,,,,,False,False,958a3ca456e4647cd1f229cc124c01088121b3fc2412151374edb9dbe320e09d,True,True
001-192995,3,Ukraine,,,,,False,False,259de14cfb3d061b9362d4b26281f5cb9c09d50d6f827e2ecc581514cbf9a6e3,False,False
001-193083,6,Ireland,,,,,False,False,5af28b5764239a3501424769aafcc36abefac5cc5a0045c9c84dab493e45a182,True,True
001-193251,6,Estonia,,,,,False,False,a5896d9f650576c8f40710c6501849e92598e87d08b0897e0946bc568245bf7e,True,True
001-193259,6,the Netherlands,,,,,False,False,6f718fb70c4d862288e08a6a069505f65d5f799decdc40850a2a163c00e28611,True,True
001-193469,3,Ukraine,,,,Russia,True,True,5bb0496d1410fc4a6aa6c35852b706aadac52cd988385b40e6e6f4122f1162e2,False,False
001-193590,3,Belgium,,,,,False,False,60d94376b8bde6b497b42667f3817634841be08a22ce22d184a2c86d172e6538,True,True
001-193870,6,the Republic of Moldova,,,,Russia,True,True,85cd3c318447da5b7754a8ff5c614535a0d3300484ab6e4848e286ad8be31ab7,True,True
001-193994,6,Ukraine,,,,,False,False,6c04cf30a025b40fdba9f24c27a309b0810db88ad8e5f9a70f9e2b2d13370112,False,False
001-194001,6,Bosnia and Herzegovina,,,,,False,False,132fadad27a0507647c93d58c3616a67473bd7d11ed53caa4f87204b074326a5,True,True
001-194106,8,Spain,,,armed conflict,,True,True,8a4ecc8f3219426d45d410124f2d01a6eedf596da3e85b5e5554cb5ab35c1150,True,True
001-194183,P1-1,Ukraine,,,,,False,False,7b0bee26b97e4df4221a24ca19f5c15d6d76087bb0b1c7e0a9058408eff9e17c,False,False
001-194188,18,Ukraine,,,,,False,False,70ae76e1750813cc8ae9eb807e284276a77cdef0820b7ffa28e9296c0a83ef7e,False,False
001-194240,3,the Republic of Moldova,,,,Russia; Ukraine,True,True,e7d8e7b303e5d1a3961f6b72854f958277f36c8c2070959f1e932d012fd886c2,True,True
001-194241,6,the Republic of Moldova,,,,Russia,True,True,28fa581e6bb33bebb3beea2966b5ac7db77718b80dbd8142a9e03cc948078f68,True,True
001-194303,3,Ukraine,,,,,False,False,7521e36d3b01557707d7dfcbe123e109a6987c05698abae6c7cead8ecd4476d0,False,False
001-195540,6,the Republic of Moldova,,,,Russia,True,True,bc7f70b8f0c4a02621d4b4027c024aed1e975c72e9f266706f345e7657a12268,True,True
001-195861,6,Serbia,,,,,False,False,feb0a2e84db359967e32ec66642628f79bb1b8e9ca5d66d2024dd2e6d10aee70,True,True
001-195869,13,Hungary,,,,,False,False,a8485c6eecd828be8fdc8d80999cd9a48a4ee0aa83ca6a3a648e09adf8fdd824,True,True
001-195909,8,Norway,,,,,False,False,7c74cf3d85a919d75c6d08d07927f3198fccb1f237d17cd3aec526a52676c1e5,True,True
001-196149,6,Armenia,,,,,False,False,43d476d4ad79a768a5062dcd03e21b73067e0e7f188e2aa2e3707bcd5cdd533c,True,True
001-196152,3,Denmark,,deportation; expelled; expulsion,,Turkey,True,True,8a89ae30427ce3d1e6b985b04cca13da8f43eb5900f902172e3e4e7c86389e69,True,True
001-196421,P1-1,San Marino,,,,,False,False,96dfdfeb4e6edb59f96754a660034c4a308981d644edb6f0c725d7c8ab8e02f6,True,True
001-196423,8,Serbia,,,,,False,False,afb481df666a639d6f0e356890bd2f81f97f5998978924a585eb39d0bb3d1b3c,True,True
001-196600,13,Ukraine,,,,,False,False,0dc5343a8a4a6abe335a0582bd6514054558d27f7be87047c91ba60c89e3aecc,False,False
001-196680,6,San Marino,,,,,False,False,6f5482a6e31dd550a6d1c73f26cfbdefd89b86cba15463c7bd82173d52638796,True,True
001-196682,3,Ukraine,,,,,False,False,62f48c00419230080f8785a27a14053fc9789139d122b17549354fc315a1b82e,False,False
001-196836,5,Belgium,,,,UK,False,True,03605b52b1d843a4cb1c500c2066d17293223e9daca728774c47009cf444d35e,True,True
001-196879,6,Bosnia and Herzegovina,,,,,False,False,b7833c192c6cb9ad0b0deb5ba295ed4399c28f41be424df62784cfa4f3fbf6ee,True,True
001-196887,6,the Republic of Moldova,,,,,False,False,e21b3c8441a047b68ca07cdec9c312df29e7b347af4195e81ef55932836e3a68,True,True
001-196893,5,Ukraine,,,,,False,False,e808bd1923f64aabdf4ea7e37b9426a074bdd1e3b5aea52dfcb5dc6a266d835c,False,False
001-196897,14,the United Kingdom,,,,,False,False,568c80f52162a8b873815cd0668da9c200456be925cac15f5b50945ed7b56b4c,True,False
001-197215,P12-1,Bosnia and Herzegovina,,,,,False,False,0a4f34669614b7205fbb1830afd695c48d83ae0d6d232fd59b126da2ddc7bb76,True,True
001-198472,8,Austria,,,,,False,False,93bef8557432e85f48c616f86eaddfc4556bd3b06f8e42cd9f1daf03018e2ac1,True,True
001-198485,34,Ukraine,river,,,,True,True,6e071896f6e277c38011ddafa5aa6e73973c8909d54f1b6d7588dc1b7105754a,False,False
001-198718,6,Bosnia and Herzegovina,,,,,False,False,07becc77a51f9252c5a19560ec54cd9ba86b8a307daad09f811391e0a24f7432,True,True
001-198882,6,Ukraine,,,,,False,False,ed72b7442d14e5184677aa187c5e1eb054f969e280f8cef3cae9803ca7561264,False,False
001-198884,3,Ukraine,,,,,False,False,18c59c66204f86bc8e810e89361c1dc7ea549965f2be184bfd96ff4d570799ed,False,False
001-198885,P1-1,North Macedonia,,,,,False,False,9c30e1b923294d672963f5e1fc909f8806ddb6a68eb1ba5eaea40270d2eb2575,True,True
001-199168,2,Ukraine,,,,,False,False,7fc154dddcda0bb4764c51054a560aea2268eb3333c77865eeca077d5ebac999,False,False
001-199173,34,Ukraine,,,,,False,False,85d9e13140bc21c78725b37e6739f2fd17118a210240e0e6b75496242d995e28,False,False
001-199173,5,Ukraine,,,,,False,False,85d9e13140bc21c78725b37e6739f2fd17118a210240e0e6b75496242d995e28,False,False
001-199381,8,Norway,,,,,False,False,c63be0647870556e1bd0c32379ca7cb89ada8cbe62542409ccf79d560d31adb9,True,True
001-199382,8,Norway,,refugee,,,True,True,597fd536ec6bcf7507508a3ee4063cc52963dad9cf73332a6a2a2084c9e86ac0,True,True
001-200209,P1-1,Ukraine,,,,,False,False,3f0ce2986e0c12debb6c56bdf8de880d6822473cccbf9b0688eff3dbd480bf75,False,False
001-200213,34,Ukraine,,,Crimea,,True,True,b85dd69841611dfe093a8b6fc428888452c72eb14eaa82cc3a074a1564fbe2bc,False,False
001-200214,3,Ukraine,,,,,False,False,42c5266c891e2ce426360f802c94cc02c84ca837300e6ec2ab07958972115f0e,False,False
001-200434,6,Azerbaijan,,,,,False,False,75738ce7b289fa1a0a971622a1fcaa81462546f90a9ebe1124b548c687bfd148,True,True
001-200450,P1-1,Malta,,,,,False,False,948654b6845cabc1aff3ad9c62d3771ea82709bb3ce626ed1480a277e65ff6ae,True,True
001-200547,2,Cyprus,,,,,False,False,5fe461a4fb92004589607742181dceff65c0cb8ce1e55f1fe2069035e8ae71ee,True,True
001-200709,5,Ukraine,,,,,False,False,8678de670dcf1e42a0bad914d1cb3d3675db35cf92e0e696b7ffa8c43855bef2,False,False
001-200815,6,Latvia,,,,,False,False,875dbd7ab0d9dd2fecff24b5eb21133209dd97cb3bd78b32ca821f1f2e249f78,True,True
001-201139,6,Bosnia and Herzegovina,,,,,False,False,72867e8f7f1c7b4dd4c12bb0d3a465cabff2ca55333a451c57e0461ece12097b,True,True
001-201329,6,Iceland,,,,,False,False,6dee7bb509e3de15290d0ead7082ef121f09ae4f1bb979a85082535d9ab5401d,True,True
001-201351,2,Bulgaria,,asylum; border; deport; expulsion; Refugees; repatriate; repatriation,,Turkey,True,True,92437893ecce98d0a973cb7f08d581da72a2f2ace7fb1b074d60d6920430f707,True,True
001-201531,6,Montenegro,,,,,False,False,e69e0f7584df47a0690500b925c95b57becafbd6b6e6e8b032d6a05102bb84a5,True,True
001-201641,6,Ukraine,,,Crimea,,True,True,77980c671e39f5511ec6631487e854fa48597270cec8c7fb9d6f7fd9f083f7fe,False,False
001-201738,P1-1,Armenia,,,,,False,False,38910a9254c025becb5732c77c546d87fe70db283a07912bdba8073a875bccd5,True,True
001-202222,5,Ukraine,,,,,False,False,9997ea616cacc8376bcbf0e95f1b5bb12b502ec0e68cff47571626041b62512d,False,False
001-202411,13,Ireland,,bordered,,,True,True,f9f56a0782e6b5c7703fb0359d44498d2701e23d219cf540a5d2057c339d1850,True,True
001-202411,6,Ireland,,bordered,,,True,True,f9f56a0782e6b5c7703fb0359d44498d2701e23d219cf540a5d2057c339d1850,True,True
001-202524,14,Azerbaijan,,,Karabakh; Nagorno,,True,True,90576463b765a28b3ff51502fdd104d0c1a957ae97a9a24fb8e76342be970503,True,True
001-202524,2,Azerbaijan,,,Karabakh; Nagorno,,True,True,90576463b765a28b3ff51502fdd104d0c1a957ae97a9a24fb8e76342be970503,True,True
001-202524,38,Azerbaijan,,,Karabakh; Nagorno,,True,True,90576463b765a28b3ff51502fdd104d0c1a957ae97a9a24fb8e76342be970503,True,True
001-202529,P1-1,North Macedonia,,,,,False,False,ca7a09efdba6dc2835705ae5a9a332ce7024d492081c4b575503ea36f6b32ea6,True,True
001-202531,3,Poland,,,,,False,False,c7aa441bfea874658668b1a875cabb396a9763a042a759d5a8589540b401f2fe,True,True
001-202619,5,Poland,,,,,False,False,afc9fb17e3e4dd347bcd91ac7e66c53a805b52ae9b7207833d7cf0d273aea390,True,True
001-202622,3,Romania,,,,,False,False,ead64b4046176e1e8fdb99d2fb84a568d64ab21fbd51b3ca5e79679e09fab010,True,True
001-202750,34,Ukraine,,asylum; border; Border; expelled; expulsion; refugee,,Russia,True,True,dc65602b4f08e709e88668f4ab27f0af60eb7fe2cd7f1b6da992f08a2f57b19c,False,False
001-202750,5,Ukraine,,asylum; border; Border; expelled; expulsion; refugee,,Russia,True,True,dc65602b4f08e709e88668f4ab27f0af60eb7fe2cd7f1b6da992f08a2f57b19c,False,False
001-202991,P1-1,Ukraine,,,,,False,False,cc97d959375e61deed2fc02421c7f780e4871bff7d4433eb0d5c32bee079a876,False,False
001-203048,6,Ukraine,,,,,False,False,77eaff1f14c5580c7fa83edecc260b9bced476b2c6e74d423a15fd8a4f0c33ac,False,False
001-203165,9,Greece,,,,UK,False,True,e284851b977a843f7639c901ae237d6349589f766e61cc680aabc1dc3d1b99c2,True,True
001-203187,3,Georgia,,,,,False,False,f7af44d0bf8d27b7ea821d6e04d4e688ab50c737a291d248aaa5bebada50448a,True,True
001-203294,P1-1,Ukraine,,,,,False,False,d1ed917f769a31194f2ea6517cae9948f9490022471ef649900adb3af211a446,False,False
001-203492,8,Poland,,,,,False,False,8390baa926d25e8c9e63ad683f4990fb46b27fc694e6df595627cc49db1e0db5,True,True
001-203559,13,Ukraine,,,,Russia,True,True,ab10bbc8f984d05b164b4d69a479d7a4a2775700763056cf72dd477cf572c82f,False,False
001-203645,3,France,river,Asylum; asylum; refugee,,,True,True,fe808bada8a3b99961716fd6e0012647d94bf5dc5782758d83927557035cb725,True,True
001-203885,13,Belgium,,,,,False,False,2a46c8d113ef814cb26a508284e49941ff08f500bc4e9ef82f7cbf6092b460ca,True,True
001-203885,P1-3,Belgium,,,,,False,False,2a46c8d113ef814cb26a508284e49941ff08f500bc4e9ef82f7cbf6092b460ca,True,True
001-203931,8,Ukraine,,,,,False,False,658cc6d9c474187320e695144b50de557632c32246388bd0a2c86210b6b8195b,False,False
001-203976,13,Croatia,,,,,False,False,16d9b6b7421456ae5646f0335ba97c0cd2f5234ec1c5303e337716de979598c7,True,True
001-204194,3,Ukraine,,,,,False,False,d64b1540e6273911296ed8c006aebea7949bb384d6d81dcdc88660c8943e5fb0,False,False
001-204473,5,Türkiye,,,,,False,False,ad4291066cbfcd890dbd007b51c1a33d25bb4493d561ed74448f95f735aba56b,True,False
001-204584,18,Azerbaijan,,deport; deportation,Karabakh; Nagorno,Turkey,True,True,c29959a3928114132e00dc3f066d863d6d01f3a7b35a884d4fdf64049cf61c1e,True,True
001-204584,5,Azerbaijan,,deport; deportation,Karabakh; Nagorno,Turkey,True,True,c29959a3928114132e00dc3f066d863d6d01f3a7b35a884d4fdf64049cf61c1e,True,True
001-204584,6,Azerbaijan,,deport; deportation,Karabakh; Nagorno,Turkey,True,True,c29959a3928114132e00dc3f066d863d6d01f3a7b35a884d4fdf64049cf61c1e,True,True
001-204584,8,Azerbaijan,,deport; deportation,Karabakh; Nagorno,Turkey,True,True,c29959a3928114132e00dc3f066d863d6d01f3a7b35a884d4fdf64049cf61c1e,True,True
001-204601,6,Lithuania,,,,,False,False,7904661df16a0a757fae596aa0962932c6bbe0a281475de3c67734b38f1a5bc4,True,True
001-204602,3,Denmark,,,,,False,False,816ca553acf0a0839c15f44d9ed2ab009680ba889ec08d2acea14191790c21c2,True,True
001-204660,3,Ukraine,,,,,False,False,2ad68ac8e81cfc986081b2c5400190036d4976d4093982237514947ea85b2d63,False,False
001-204812,6,Armenia,,,,,False,False,11d91d5de6b80ca362cbbacb07103328d65f4b60e4a583107ee35439ca57a263,True,True
001-204995,3,Ukraine,,,,Russia,True,True,58def1ec1deb18159159037bdfd887ce1164627022c965cb4bab666e1d8eec08,False,False
001-205140,5,Ukraine,,,,,False,False,ec3f83236028e3979aaae1f5a76cd33f02bbfadcaceb4049948c7247f3d4cc2a,False,False
001-205141,3,Ukraine,,,,,False,False,54dd2552a0c7939507a8ce62d8b8e9de860b9e9c19d37a0f461d840ae0f638b5,False,False
001-205166,6,San Marino,,,,,False,False,bc3ea16bc06b1652fa4e5d809057345ec9dc9fb9ab366314c84582b60adc060c,True,True
001-205170,8,Estonia,,,,,False,False,338be8e06f4d1094aff0a0a87df111e3e81068f68e31946236374b895529f17d,True,True
001-205538,3,Azerbaijan,,,,,False,False,1b8b16622591f0217a28532f17d25a3ffbe6bd1631b8c65d617561e4dbfd56f6,True,True
001-205539,5,Ukraine,,Extradition; extradition; refugee; refugees,,Turkey,True,True,60690486e4f83cb41653d0168b0299c514e7dfc61391d77468ad0c6d6029f112,False,False
001-205797,3,Ukraine,,,,,False,False,1f57bd5b0c850af675297af3459e512138a61009d55a80b7e4c1b4d2107a79c3,False,False
001-206159,6,Croatia,,,,,False,False,ac419599f7285d53f6ac46be3fc2e637236264f3cb019d94a5a567b015d64534,True,True
001-206266,11,Russia,,,,,False,False,1207015b89df2c2e5566837144a4cbb926cd60051090ee9e68e5d1ebb04f323e,False,False
001-206268,8,Russia,,border,,,True,True,9403174c7b5df619ad5212e4792a96cae6c3bf05baa98b6f06c21dbe5b966ea8,False,False
