case_name,article,violation_label,avg_rating,is_accurate,num_abstentions,num_samples,sample_ratings,item_id,respondent,group,decision_date,importance
CASE OF J.B. AND OTHERS v. MALTA,3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-237438,MALTA,,2024-10-22,3
CASE OF MAÇI v. ALBANIA,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-234604,ALBANIA,,2024-07-04,4
CASE OF MAISAIA v. GEORGIA,3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-233409,GEORGIA,,2024-05-07,4
CASE OF LIVANČIĆ AND OTHERS v. BOSNIA AND HERZEGOVINA,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-201139,BOSNIA AND HERZEGOVINA,,2020-02-20,4
CASE OF KORNILOVA v. UKRAINE,3,no_violation,4.0,True,0,5,"[5, 5, 4, 2, 4]",001-205797,UKRAINE,,2020-11-12,4
CASE OF RELIGIOUS COMMUNITY OF JEHOVAH'S WITNESSES AND HANSEN v. AZERBAIJAN,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-200434,AZERBAIJAN,,2020-01-30,4
CASE OF ALEKSANDROV v. UKRAINE,34,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-200213,UKRAINE,,2020-01-09,4
CASE OF STARISHKO v. UKRAINE,3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-204995,UKRAINE,,2020-10-15,4
CASE OF KEANEY v. IRELAND,13,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-202411,IRELAND,,2020-04-30,4
CASE OF TRETIAK v. UKRAINE,3,violation,1.4,True,0,5,"[1, 2, 1, 2, 1]",001-206516,UKRAINE,,2020-12-17,4
CASE OF AGGERHOLM v. DENMARK,3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-204602,DENMARK,,2020-09-15,3
CASE OF GLAVINIĆ AND MARKOVIĆ v. CROATIA,13,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-203976,CROATIA,,2020-07-30,4
CASE OF BERKMAN v. RUSSIA,11,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-206266,RUSSIA,,2020-12-01,3
CASE OF PARINOV v. UKRAINE,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-206371,UKRAINE,,2020-12-10,4
CASE OF ALBUL AND OTHERS v. UKRAINE,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-203048,UKRAINE,,2020-06-18,4
CASE OF M.S. v. SLOVAKIA AND UKRAINE,5,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-202750,UKRAINE,,2020-06-11,4
CASE OF LEVCHUK v. UKRAINE,8,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-203931,UKRAINE,,2020-09-03,3
CASE OF YUKHYMOVYCH v. UKRAINE,2,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-206511,UKRAINE,,2020-12-17,3
CASE OF WALCZAK v. POLAND,8,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-203492,POLAND,,2020-07-09,4
CASE OF MUGEMANGANGO v. BELGIUM,13,violation,4.2,False,0,5,"[5, 1, 5, 5, 5]",001-203885,BELGIUM,,2020-07-10,1
CASE OF PROJECT-TRADE D.O.O. v. CROATIA,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-206159,CROATIA,,2020-11-19,3
CASE OF STAVROPOULOS AND OTHERS v. GREECE,9,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-203165,GREECE,,2020-06-25,1
CASE OF KLOPCOVS v. LATVIA,6,violation,2.8,True,0,5,"[2, 4, 2, 2, 4]",001-200815,LATVIA,,2020-02-13,4
CASE OF MIRGADIROV v. AZERBAIJAN AND TURKEY,18,no_violation,4.6,True,0,5,"[5, 5, 4, 4, 5]",001-204584,AZERBAIJAN AND TURKEY,,2020-09-17,3
CASE OF ŁABUDEK v. POLAND,5,violation,4.6,False,0,5,"[4, 4, 5, 5, 5]",001-202619,POLAND,,2020-06-04,4
CASE OF SIGRÍÐUR ELÍN SIGFÚSDÓTTIR v. ICELAND,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-201329,ICELAND,,2020-02-25,4
CASE OF SHEBALDINA v. UKRAINE,P1-1,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-202991,UKRAINE,,2020-06-18,4
CASE OF BAZ v. UKRAINE,5,violation,1.4,True,0,5,"[1, 2, 1, 2, 1]",001-205539,UKRAINE,,2020-11-05,4
CASE OF SMBAT AYVAZYAN v. ARMENIA,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-204812,ARMENIA,,2020-10-08,3
CASE OF M.A. AND OTHERS v. BULGARIA,2,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-201351,BULGARIA,,2020-02-20,3
CASE OF MIRGADIROV v. AZERBAIJAN AND TURKEY,5,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-204584,AZERBAIJAN AND TURKEY,,2020-09-17,3
CASE OF KEANEY v. IRELAND,6,violation,4.6,False,0,5,"[5, 4, 5, 4, 5]",001-202411,IRELAND,,2020-04-30,4
CASE OF IVASHCHENKO v. UKRAINE,3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-204194,UKRAINE,,2020-09-10,4
CASE OF PASQUINI v. SAN MARINO (No. 2),6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-205166,SAN MARINO,,2020-10-20,3
CASE OF PILETIĆ v. MONTENEGRO,6,violation,3.0,False,5,5,"[3, 3, 3, 3, 3]",001-201531,MONTENEGRO,,2020-03-05,4
CASE OF D. v. THE REPUBLIC OF MOLDOVA,3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-206345,MOLDOVA,,2020-12-08,4
CASE OF MIRGADIROV v. AZERBAIJAN AND TURKEY,8,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-204584,AZERBAIJAN AND TURKEY,,2020-09-17,3
CASE OF STAFEYEV v. RUSSIA,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-206342,RUSSIA,,2020-12-08,4
CASE OF TALALIKHINA v. UKRAINE,5,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-205140,UKRAINE,,2020-10-22,4
CASE OF YELNIK v. UKRAINE,5,violation,3.0,False,5,5,"[3, 3, 3, 3, 3]",001-200709,UKRAINE,,2020-02-06,4
CASE OF CHERNOV v. UKRAINE,P7-4,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-206360,UKRAINE,,2020-12-10,4
CASE OF LOPATA AND OTHERS v. UKRAINE,3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-206525,UKRAINE,,2020-12-10,4
CASE OF FILOZOFENKO v. UKRAINE,P1-1,violation,2.4,True,0,5,"[1, 1, 4, 1, 5]",001-200209,UKRAINE,,2020-01-09,4
CASE OF MAKUCHYAN AND MINASYAN v. AZERBAIJAN AND HUNGARY,2,no_violation,1.0,False,0,5,"[1, 1, 1, 1, 1]",001-202524,AZERBAIJAN AND HUNGARY,,2020-05-26,1
CASE OF DYKUSARENKO v. UKRAINE,5,violation,3.0,False,5,5,"[3, 3, 3, 3, 3]",001-202222,UKRAINE,,2020-04-09,4
CASE OF M.S. v. SLOVAKIA AND UKRAINE,34,no_violation,1.8,False,0,5,"[1, 1, 5, 1, 1]",001-202750,UKRAINE,,2020-06-11,4
CASE OF ROMANOV v. UKRAINE,13,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-203559,UKRAINE,,2020-07-16,4
CASE OF AVTO ATOM DOO KOCHANI v. NORTH MACEDONIA,P1-1,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-202529,NORTH MACEDONIA,,2020-05-28,4
CASE OF MIRGADIROV v. AZERBAIJAN AND TURKEY,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-204584,AZERBAIJAN AND TURKEY,,2020-09-17,3
CASE OF N.H. AND OTHERS v. FRANCE,3,violation,1.2,True,0,5,"[2, 1, 1, 1, 1]",001-203645,FRANCE,,2020-07-02,1
CASE OF DMYTRENKO AND BEZDOROZHNIY v. UKRAINE,P1-1,violation,3.4,False,0,5,"[1, 1, 5, 5, 5]",001-203294,UKRAINE,,2020-07-02,4
CASE OF MUGEMANGANGO v. BELGIUM,P1-3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-203885,BELGIUM,,2020-07-10,1
CASE OF MINYAYLO AND OTHERS v. UKRAINE,3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-204660,UKRAINE,,2020-09-24,4
CASE OF MAKUCHYAN AND MINASYAN v. AZERBAIJAN AND HUNGARY,38,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-202524,AZERBAIJAN AND HUNGARY,,2020-05-26,1
CASE OF POTOROC v. ROMANIA,3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-202622,ROMANIA,,2020-06-02,4
CASE OF BİLAL AKYILDIZ v. TURKEY,5,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-204473,TURKEY,,2020-09-15,4
CASE OF ARKANIA v. GEORGIA,3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-203187,GEORGIA,,2020-06-25,4
CASE OF ČIVINSKAITĖ v. LITHUANIA,6,no_violation,1.0,False,0,5,"[1, 1, 1, 1, 1]",001-204601,LITHUANIA,,2020-09-15,3
CASE OF CHERNIKA v. UKRAINE,41,violation,5.0,False,0,5,"[5, 5, 5, 5, 5]",001-201641,UKRAINE,,2020-03-12,3
CASE OF HAZIYEV AND OTHERS v. AZERBAIJAN,3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-205538,AZERBAIJAN,,2020-11-05,4
CASE OF SUUR v. ESTONIA,8,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-205170,ESTONIA,,2020-10-20,4
CASE OF MAKHMUDOVA v. RUSSIA,8,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-206268,RUSSIA,,2020-12-01,4
CASE OF KARESVAARA AND NJIE v. SPAIN,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-206504,SPAIN,,2020-12-15,4
CASE OF TAMRAZYAN v. ARMENIA,P1-1,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-201738,ARMENIA,,2020-03-19,4
CASE OF SARGSYAN AND OTHERS v. UKRAINE,3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-200214,UKRAINE,,2020-01-09,4
CASE OF BEZZINA WETTINGER AND OTHERS v. MALTA,P1-1,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-200450,MALTA,,2020-01-21,4
CASE OF NICOLAOU v. CYPRUS,2,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-200547,CYPRUS,,2020-01-28,4
CASE OF RASIŃSKI v. POLAND,3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-202531,POLAND,,2020-05-28,4
CASE OF MAKUCHYAN AND MINASYAN v. AZERBAIJAN AND HUNGARY,14,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-202524,AZERBAIJAN AND HUNGARY,,2020-05-26,1
CASE OF CHERNYAVSKIY v. UKRAINE,3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-205141,UKRAINE,,2020-10-22,4
CASE OF TASEV v. NORTH MACEDONIA,8,violation,1.6,True,0,5,"[1, 1, 1, 4, 1]",001-192985,NORTH MACEDONIA,,2019-05-16,3
CASE OF ŠARANOVIĆ v. MONTENEGRO,5,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-191487,MONTENEGRO,,2019-03-05,4
CASE OF BURLAKOV AND LYSENKO v. UKRAINE,34,no_violation,1.0,False,0,5,"[1, 1, 1, 1, 1]",001-199173,UKRAINE,,2019-12-17,4
CASE OF DOBROVITSKAYA AND OTHERS v. THE REPUBLIC OF MOLDOVA AND RUSSIA,6,no_violation,1.0,False,0,5,"[1, 1, 1, 1, 1]",001-195540,REPUBLIC OF MOLDOVA AND RUSSIA,,2019-09-03,4
CASE OF PANTELEICIUC v. THE REPUBLIC OF MOLDOVA AND RUSSIA,6,no_violation,1.0,False,0,5,"[1, 1, 1, 1, 1]",001-194241,REPUBLIC OF MOLDOVA AND RUSSIA,,2019-07-02,4
CASE OF NIKOLYAN v. ARMENIA,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-196149,ARMENIA,,2019-10-03,3
CASE OF SOBCO AND GHENT v. THE REPUBLIC OF MOLDOVA AND RUSSIA,6,no_violation,1.0,False,0,5,"[1, 1, 1, 1, 1]",001-193870,REPUBLIC OF MOLDOVA AND RUSSIA,,2019-06-18,4
CASE OF BERARDI AND MULARONI v. SAN MARINO,7,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-188997,SAN MARINO,,2019-01-10,4
CASE OF BRADARIĆ v. BOSNIA AND HERZEGOVINA,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-198718,BOSNIA AND HERZEGOVINA,,2019-12-03,4
CASE OF ODDONE AND PECCI v. SAN MARINO,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-196680,SAN MARINO,,2019-10-17,4
CASE OF KÁLOVICS v. HUNGARY,13,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-195869,HUNGARY,,2019-09-19,4
CASE OF SVITLANA ILCHENKO v. UKRAINE,P1-1,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-194183,UKRAINE,,2019-07-04,3
CASE OF STRAND LOBBEN AND OTHERS v. NORWAY,41,violation,5.0,False,0,5,"[5, 5, 5, 5, 5]",001-195909,NORWAY,,2019-09-10,1
CASE OF RYABININ AND SHATALINA v. UKRAINE,34,no_violation,1.6,False,0,5,"[1, 1, 1, 4, 1]",001-198485,UKRAINE,,2019-11-07,4
CASE OF O'LEARY v. IRELAND,13,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-189786,IRELAND,,2019-02-14,4
CASE OF CARPOV v. THE REPUBLIC OF MOLDOVA,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-189741,MOLDOVA,,2019-02-12,4
CASE OF DELI v. THE REPUBLIC OF MOLDOVA,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-196887,MOLDOVA,,2019-10-22,3
CASE OF ABDI IBRAHIM v. NORWAY,8,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-199382,NORWAY,,2019-12-17,4
CASE OF BALSAMO v. SAN MARINO,P1-1,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-196421,SAN MARINO,,2019-10-08,4
CASE OF DURANSPAHIĆ AND OTHERS v. BOSNIA AND HERZEGOVINA,P1-1,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-192892,BOSNIA AND HERZEGOVINA,,2019-05-09,4
CASE OF BIGOVIĆ v. MONTENEGRO,3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-191721,MONTENEGRO,,2019-03-19,4
CASE OF PIKHUN v. UKRAINE,3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-198884,UKRAINE,,2019-12-12,4
CASE OF IFANDIEV v. BULGARIA,10,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-192424,BULGARIA,,2019-04-18,4
CASE OF M.T. v. UKRAINE,8,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-191717,UKRAINE,,2019-03-19,4
CASE OF LIBLIK AND OTHERS v. ESTONIA,6,no_violation,4.0,True,0,5,"[4, 4, 4, 4, 4]",001-193251,ESTONIA,,2019-05-28,4
CASE OF FIL LLC v. ARMENIA,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-189589,ARMENIA,,2019-01-31,4
CASE OF MASHINYAN AND RAMAZYAN v. ARMENIA,P1-1,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-189795,ARMENIA,,2019-02-14,4
CASE OF KOŽUL AND OTHERS v. BOSNIA AND HERZEGOVINA,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-196879,BOSNIA AND HERZEGOVINA,,2019-10-22,4
CASE OF DENIS AND IRVINE v. BELGIUM,5,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-196836,BELGIUM,,2019-10-08,4
CASE OF SAVRAN v. DENMARK,41,violation,5.0,False,0,5,"[5, 5, 5, 5, 5]",001-196152,DENMARK,,2019-10-01,3
CASE OF PASQUINI v. SAN MARINO,6,no_violation,1.0,False,0,5,"[1, 1, 1, 1, 1]",001-192787,SAN MARINO,,2019-05-02,3
CASE OF GARUMOV v. UKRAINE,3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-193469,UKRAINE,,2019-06-06,4
CASE OF MEDYANIKOV v. UKRAINE,34,no_violation,1.0,False,0,5,"[1, 1, 1, 1, 1]",001-190020,UKRAINE,,2019-02-19,4
CASE OF PETROV AND KOROSTYLYOV v. UKRAINE,3,violation,3.2,False,4,5,"[4, 3, 3, 3, 3]",001-194303,UKRAINE,,2019-07-11,4
CASE OF HADDAD v. SPAIN,8,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-194106,SPAIN,,2019-06-18,3
CASE OF P.R. v. AUSTRIA,8,violation,3.8,False,0,5,"[4, 4, 5, 5, 1]",001-198472,AUSTRIA,,2019-11-21,4
CASE OF A.S. v. NORWAY,8,violation,1.6,True,0,5,"[1, 1, 1, 1, 4]",001-199381,NORWAY,,2019-12-17,4
CASE OF LOGVINENKO v. UKRAINE,3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-192995,UKRAINE,,2019-05-16,4
CASE OF SAMOYLENKO v. UKRAINE,5,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-196893,UKRAINE,,2019-10-24,4
CASE OF KORBAN v. UKRAINE,18,no_violation,3.2,True,0,5,"[5, 1, 4, 5, 1]",001-194188,UKRAINE,,2019-07-04,3
CASE OF KARDAVA v. UKRAINE,2,violation,1.4,True,0,5,"[2, 1, 2, 1, 1]",001-199168,UKRAINE,,2019-12-17,4
CASE OF O'LEARY v. IRELAND,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-189786,IRELAND,,2019-02-14,4
CASE OF MILOVANOVIC v. SERBIA,8,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-196423,SERBIA,,2019-10-08,4
CASE OF KAMENOVA v. BULGARIA,P1-1,no_violation,1.8,False,0,5,"[1, 2, 1, 4, 1]",001-192983,BULGARIA,,2019-05-16,4
CASE OF BEKETOV v. UKRAINE,13,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-190025,UKRAINE,,2019-02-19,4
CASE OF KOROL AND OTHERS v. UKRAINE,34,violation,5.0,False,0,5,"[5, 5, 5, 5, 5]",001-191359,UKRAINE,,2019-03-07,4
CASE OF ĒCIS v. LATVIA,14,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-188991,LATVIA,,2019-01-10,3
"CASE OF SVIT ROZVAG, TOV AND OTHERS v. UKRAINE",6,no_violation,1.0,False,0,5,"[1, 1, 1, 1, 1]",001-193994,UKRAINE,,2019-06-27,4
CASE OF ANDREYEVA v. UKRAINE,2,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-189621,UKRAINE,,2019-01-29,4
CASE OF BJARNI ÁRMANNSSON v. ICELAND,P7-4,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-192202,ICELAND,,2019-04-16,4
CASE OF ŽIVANOVIĆ AND OTHERS v. SERBIA,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-195861,SERBIA,,2019-09-19,4
CASE OF RADZEVIL v. UKRAINE,6,no_violation,1.0,False,0,5,"[1, 1, 1, 1, 1]",001-198882,UKRAINE,,2019-12-10,4
CASE OF CLASENS v. BELGIUM,3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-193590,BELGIUM,,2019-05-28,3
CASE OF BARALIJA v. BOSNIA AND HERZEGOVINA,P12-1,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-197215,BOSNIA AND HERZEGOVINA,,2019-10-29,3
CASE OF KOPYTETS AND SHTOPKO v. UKRAINE,13,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-196600,UKRAINE,,2019-10-17,4
CASE OF YAKUBA v. UKRAINE,34,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-189740,UKRAINE,,2019-02-12,4
CASE OF BURLAKOV AND LYSENKO v. UKRAINE,5,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-199173,UKRAINE,,2019-12-17,4
CASE OF ANTONOV AND OTHERS v. THE REPUBLIC OF MOLDOVA AND RUSSIA,3,no_violation,1.0,False,0,5,"[1, 1, 1, 1, 1]",001-194240,REPUBLIC OF MOLDOVA AND RUSSIA,,2019-07-02,4
CASE OF ELČIĆ AND OTHERS v. BOSNIA AND HERZEGOVINA,P1-1,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-189092,BOSNIA AND HERZEGOVINA,,2019-01-17,4
CASE OF SAVRAN v. DENMARK,3,violation,5.0,False,0,5,"[5, 5, 5, 5, 5]",001-196152,DENMARK,,2019-10-01,3
CASE OF HODŽIĆ AND SIRĆO v. BOSNIA AND HERZEGOVINA,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-194001,BOSNIA AND HERZEGOVINA,,2019-06-27,4
CASE OF ROMEVA v. NORTH MACEDONIA,P1-1,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-198885,NORTH MACEDONIA,,2019-12-12,4
CASE OF J.D. AND A v. THE UNITED KINGDOM,14,no_violation,1.0,False,0,5,"[1, 1, 1, 1, 1]",001-196897,UNITED KINGDOM,,2019-10-24,1
CASE OF TSUKUR AND OTHERS v. UKRAINE,3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-196682,UKRAINE,,2019-10-17,4
CASE OF VAN DE KOLK v. THE NETHERLANDS,6,violation,3.0,False,0,5,"[2, 5, 5, 2, 1]",001-193259,NETHERLANDS,,2019-05-28,4
CASE OF DOYLE v. IRELAND,6,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-193083,IRELAND,,2019-05-23,3
CASE OF GAWLIK v. LIECHTENSTEIN,10,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-208280,LIECHTENSTEIN,,2021-02-16,3
CASE OF M.L. v. SLOVAKIA,8,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-212150,SLOVAKIA,,2021-10-14,3
CASE OF GRAŽULEVIČIŪTĖ v. LITHUANIA,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-213901,LITHUANIA,,2021-12-14,3
CASE OF M.F. v. NORWAY,8,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-213406,NORWAY,,2021-11-25,4
CASE OF EFENDIĆ v. BOSNIA AND HERZEGOVINA,P1-1,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-207848,BOSNIA AND HERZEGOVINA,,2021-02-11,4
CASE OF E.H. v. NORWAY,8,violation,5.0,False,0,5,"[5, 5, 5, 5, 5]",001-213407,NORWAY,,2021-11-25,4
CASE OF SANCHEZ v. FRANCE,10,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-211777,FRANCE,,2021-09-02,3
CASE OF VELICHKO v. UKRAINE,3,violation,2.8,True,0,5,"[1, 4, 4, 1, 4]",001-207474,UKRAINE,,2021-01-28,4
CASE OF CAUCHI v. MALTA,P1-1,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-208764,MALTA,,2021-03-25,3
CASE OF W.A. v. SWITZERLAND,P7-4,violation,3.4,False,0,5,"[1, 5, 1, 5, 5]",001-212829,SWITZERLAND,,2021-11-02,3
CASE OF POLTORATSKYY v. UKRAINE,13,no_violation,2.6,False,0,5,"[5, 1, 5, 1, 1]",001-209330,UKRAINE,,2021-04-22,4
CASE OF BARANIN AND VUKČEVIĆ v. MONTENEGRO,3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-208589,MONTENEGRO,,2021-03-11,3
CASE OF SZŐLŐSI v. HUNGARY,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-211138,HUNGARY,,2021-07-22,4
CASE OF BUDIMIR v. CROATIA,8,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-214012,CROATIA,,2021-12-16,3
CASE OF BORGOVAN v. ROMANIA,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-213525,ROMANIA,,2021-11-30,4
CASE OF RÎBAC AND RODINA-AGRO S.A. v. THE REPUBLIC OF MOLDOVA AND RUSSIA,11,no_violation,1.0,False,0,5,"[1, 1, 1, 1, 1]",001-210413,REPUBLIC OF MOLDOVA AND RUSSIA,,2021-06-15,4
CASE OF MIKELADZE AND OTHERS v. GEORGIA,14,violation,1.2,True,0,5,"[1, 2, 1, 1, 1]",001-213203,GEORGIA,,2021-11-16,3
CASE OF RADU AND OTHERS v. ROMANIA,3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-212843,ROMANIA,,2021-10-28,4
CASE OF ZOHLANDT v. THE NETHERLANDS,5,violation,5.0,False,0,5,"[5, 5, 5, 5, 5]",001-207806,NETHERLANDS,,2021-02-09,3
CASE OF FİKRET KARAHAN v. TURKEY,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-208534,TURKEY,,2021-03-16,3
CASE OF DURAKOVIĆ AND KREŠTALICA v. BOSNIA AND HERZEGOVINA,P1-1,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-207849,BOSNIA AND HERZEGOVINA,,2021-02-11,4
CASE OF KLOPSTRA v. SPAIN,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-207366,SPAIN,,2021-01-19,4
CASE OF CILEI AND ROSIP v. THE REPUBLIC OF MOLDOVA AND RUSSIA,13,no_violation,1.0,False,0,5,"[1, 1, 1, 1, 1]",001-211017,REPUBLIC OF MOLDOVA AND RUSSIA,,2021-07-13,4
CASE OF DIMOV AND OTHERS v. BULGARIA,P1-3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-210257,BULGARIA,,2021-06-08,4
CASE OF BONESCU AND OTHERS v. ROMANIA,3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-214047,ROMANIA,,2021-12-16,4
CASE OF E.G. v. THE REPUBLIC OF MOLDOVA,3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-209373,MOLDOVA,,2021-04-13,1
CASE OF CENTRUM FÖR RÄTTVISA v. SWEDEN,8,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-210078,SWEDEN,,2021-05-25,1
CASE OF KHAN v. DENMARK,8,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-207136,DENMARK,,2021-01-12,4
CASE OF ASANOVIĆ v. MONTENEGRO,5,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-210046,MONTENEGRO,,2021-05-20,4
CASE OF JALLOW v. NORWAY,6,no_violation,4.8,True,0,5,"[5, 5, 5, 5, 4]",001-213529,NORWAY,,2021-12-02,3
CASE OF MUCHA v. SLOVAKIA,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-213853,SLOVAKIA,,2021-11-25,3
CASE OF ALIMPIEV v. THE REPUBLIC OF MOLDOVA AND RUSSIA,5,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-209438,REPUBLIC OF MOLDOVA AND RUSSIA,,2021-04-27,4
